,index,protocol,measuredDate,createDate,updateDate,publishDate,organizationId,organizationName,siteId,siteName,countryName,countryCode,latitude,longitude,elevation,pid,mosquitohabitatmapperBreedingGroundEliminated,mosquitohabitatmapperExtraData,mosquitohabitatmapperAbdomenCloseupPhotoUrls,mosquitohabitatmapperMeasuredAt,mosquitohabitatmapperMeasurementElevation,mosquitohabitatmapperUserid,mosquitohabitatmapperLarvaeCount,mosquitohabitatmapperMosquitoEggs,mosquitohabitatmapperMosquitoEggCount,mosquitohabitatmapperGenus,mosquitohabitatmapperWaterSource,mosquitohabitatmapperMosquitoAdults,mosquitohabitatmapperSpecies,mosquitohabitatmapperComments,mosquitohabitatmapperMosquitoPupae,mosquitohabitatmapperWaterSourcePhotoUrls,mosquitohabitatmapperDataSource,mosquitohabitatmapperLarvaFullBodyPhotoUrls,mosquitohabitatmapperMeasurementLatitude,mosquitohabitatmapperLastIdentifyStage,mosquitohabitatmapperWaterSourceType,mosquitohabitatmapperMosquitoHabitatMapperId,mosquitohabitatmapperMeasurementLongitude
4468,7575,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:58:00,0,51662352,20,,,,dish or pot,,,,False,https://data.globe.gov/system/photos/2019/01/17/947316/original.jpeg,GLOBE Observer App,,13.8175,identify-saddle-complete,container: artificial,6525,100.3181
4469,7576,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:27:00,0,51649518,6,False,,Anopheles,flower or plant pot/tray,False,,,True,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947094/original.jpg,13.8175,identify-saddle,container: artificial,6461,100.318
4470,7577,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:27:00,0,51632158,5,True,,,dish or pot,True,,,False,,GLOBE Observer App,,13.8173,identify-siphon-hairs,container: artificial,6413,100.3182
4471,7578,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:27:00,0,51502890,9,False,,,dish or pot,False,,,False,https://data.globe.gov/system/photos/2019/01/17/947031/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947063/original.jpeg; https://data.globe.gov/system/photos/2019/01/17/947152/original.jpeg; https://data.globe.gov/system/photos/2019/01/17/947232/original.jpeg,13.8174,identify-basal-tuft,container: artificial,6429,100.3182
4472,7579,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:27:00,0,51644956,12,False,,Anopheles,well or cistern,True,,,True,https://data.globe.gov/system/photos/2019/01/17/947087/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947160/original.jpg,13.8175,identify-no-siphon,container: artificial,6442,100.3179
4473,7580,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:27:00,0,51544459,5,False,,,dish or pot,True,,,False,https://data.globe.gov/system/photos/2019/01/17/947157/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947239/original.jpg; https://data.globe.gov/system/photos/2019/01/17/947243/original.jpg,13.8174,identify-saddle-complete,container: artificial,6454,100.3182
4475,7582,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:28:00,0,51584967,8,False,,,dish or pot,False,,,False,https://data.globe.gov/system/photos/2019/01/17/946978/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/946980/original.jpg; https://data.globe.gov/system/photos/2019/01/17/947027/original.jpg,13.8176,identify-basal-tuft,container: artificial,6360,100.3182
4476,7583,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:28:00,0,51613159,20,False,,,dish or pot,False,,,True,,GLOBE Observer App,,13.8175,identify-siphon-pecten,container: artificial,6468,100.318
4477,7584,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,https://data.globe.gov/system/photos/2019/01/17/947206/original.jpeg,2019-01-17T06:28:00,0,51499873,9,False,,,dish or pot,False,,,False,https://data.globe.gov/system/photos/2019/01/17/947115/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947151/original.jpeg,13.8175,identify-basal-tuft,container: artificial,6466,100.318
4478,7585,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,https://data.globe.gov/system/photos/2019/01/17/947245/original.jpg,2019-01-17T06:28:00,0,51512700,8,False,,,dish or pot,True,,,True,https://data.globe.gov/system/photos/2019/01/17/947041/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947137/original.jpg; https://data.globe.gov/system/photos/2019/01/17/947224/original.jpg,13.8172,identify-siphon-pecten,container: artificial,6426,100.3176
4479,7586,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:28:00,0,51633281,0,False,,,ditch,False,,No,False,https://data.globe.gov/system/photos/2019/01/17/947242/original.jpeg; https://data.globe.gov/system/photos/2019/01/17/947255/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947256/original.jpeg,13.8174,identify-photo-abdomen,still: lake/pond/swamp,6509,100.3182
4481,7588,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:28:00,0,51623654,6,False,,,dish or pot,True,,,False,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947034/original.jpg,13.8173,identify-analyze-siphon,container: artificial,6399,100.3182
4484,7591,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:29:00,0,51579600,8,False,,,dish or pot,False,,,False,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947076/original.jpg,13.8174,identify-siphon-pecten,container: artificial,6421,100.3182
4485,7592,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:30:00,0,51657933,5,False,,,flower or plant pot/tray,True,,,False,https://data.globe.gov/system/photos/2019/01/17/947000/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947061/original.jpg,13.8176,identify-siphon-pecten,container: artificial,6406,100.318
4486,7593,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:30:00,0,51632336,9,True,,,well or cistern,True,,,True,https://data.globe.gov/system/photos/2019/01/17/947317/original.jpg,GLOBE Observer App,,13.8174,identify,container: artificial,6524,100.3183
4488,7595,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:31:00,0,51608274,7,False,,,well or cistern,False,,,True,https://data.globe.gov/system/photos/2019/01/17/946971/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/946972/original.jpeg,13.8174,identify-siphon-shape,container: artificial,6353,100.3182
4489,7596,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:31:00,0,51627433,5,False,,,fountain or bird bath,True,,,False,https://data.globe.gov/system/photos/2019/01/17/947332/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947333/original.jpeg; https://data.globe.gov/system/photos/2019/01/17/947335/original.jpeg,13.8174,identify-analyze-siphon,container: artificial,6530,100.3182
4490,7597,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:31:00,0,51624586,5,False,,,ditch,True,,,False,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947135/original.jpg,13.8176,identify-siphon-pecten,still: lake/pond/swamp,6424,100.318
4491,7598,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:31:00,0,51580615,3,False,,,dish or pot,True,,,False,https://data.globe.gov/system/photos/2019/01/17/947033/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947131/original.jpeg; https://data.globe.gov/system/photos/2019/01/17/947201/original.jpeg,13.8174,identify-siphon-pecten,container: artificial,6396,100.3181
4493,7600,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:37:00,0,51490823,,,,,flower or plant pot/tray,,,,False,https://data.globe.gov/system/photos/2019/01/17/946911/original.jpeg,GLOBE Observer App,,13.8175,,container: artificial,6304,100.3181
4495,7602,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:38:00,0,51614104,8,False,,,other,True,,,True,https://data.globe.gov/system/photos/2019/01/17/946925/original.jpg; https://data.globe.gov/system/photos/2019/01/17/946926/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/946929/original.jpg,13.8174,identify-no-siphon,flowing: still water found next to river or stream,6324,100.3182
4497,7604,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:40:00,0,51642938,5,True,,,dish or pot,True,,,True,,GLOBE Observer App,,13.8175,identify-siphon-shape,container: artificial,6394,100.318
4499,7606,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:40:00,0,51626776,3,False,,Culex,other,True,,,False,,GLOBE Observer App,,13.8175,identify-no-basal-tuft,container: artificial,6314,100.318
4501,7608,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,https://data.globe.gov/system/photos/2019/01/17/947136/original.jpg; https://data.globe.gov/system/photos/2019/01/17/947207/original.jpg,2019-01-17T06:44:00,0,51631658,10,True,,,dish or pot,True,,,False,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947067/original.jpg,13.8173,identify-siphon-pecten,container: artificial,6433,100.3182
4502,7609,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:44:00,0,51659705,20,False,,,dish or pot,False,,,True,https://data.globe.gov/system/photos/2019/01/17/947322/original.jpeg,GLOBE Observer App,,13.8177,identify-saddle,container: artificial,6527,100.3179
4504,7611,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:46:00,0,51647193,8,True,,,dish or pot,True,,,True,https://data.globe.gov/system/photos/2019/01/17/947064/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947127/original.png,13.8175,identify-siphon-pecten,container: artificial,6449,100.318
4505,7612,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,False,,,2019-01-17T06:48:00,0,51643112,,,,,ditch,,,,False,https://data.globe.gov/system/photos/2019/01/17/947343/original.jpg,GLOBE Observer App,,13.8175,,still: lake/pond/swamp,6539,100.318
4506,7613,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144373,47PPR424279,,,13.817193,100.317493,8.5,159353521,True,,,2019-01-17T06:51:00,0,51631790,,,,,ditch,,,,False,https://data.globe.gov/system/photos/2019/01/17/947075/original.jpeg,GLOBE Observer App,,13.8174,identify-photo-abdomen,still: lake/pond/swamp,6359,100.318
4529,7636,mosquito_habitat_mapper,2019-01-17,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,14348682.0,The Institute for the Promotion of Teaching Science and Technology (GLIDY2HZ),144386,47PPR424279,Thailand,THA,13.817193,100.317493,8.5,159353534,True,,,2019-01-17T06:29:00,0,2978321,5,False,,,dish or pot,True,,,False,https://data.globe.gov/system/photos/2019/01/17/947005/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/17/947066/original.jpg,13.8176,identify-siphon-pecten,container: artificial,6364,100.318
4641,7749,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:52:00,0,51431823,3,True,,,ditch,True,,,True,https://data.globe.gov/system/photos/2019/01/29/954088/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954121/original.jpg,18.7971,identify-siphon-shape,still: lake/pond/swamp,6774,99.0135
4642,7750,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:53:00,0,51531967,10,True,,,tire,True,,,True,https://data.globe.gov/system/photos/2019/01/29/953973/original.jpg; https://data.globe.gov/system/photos/2019/01/29/953980/original.jpg; https://data.globe.gov/system/photos/2019/01/29/953981/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/953974/original.jpg,18.797,identify-siphon-shape,container: artificial,6692,99.0135
4643,7751,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:53:00,0,51462437,,True,,,tire,True,,,True,https://data.globe.gov/system/photos/2019/01/29/954586/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954587/original.jpeg,18.797,identify-analyze-siphon,container: artificial,6989,99.0135
4644,7752,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:53:00,0,51107257,99,False,,,well or cistern,False,,,True,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954055/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954082/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954127/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954191/original.jpg,18.797,identify-siphon-pecten,container: artificial,6749,99.0135
4645,7753,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:53:00,0,51463437,100,True,,,trash container,True,,,True,https://data.globe.gov/system/photos/2019/01/29/953922/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/953923/original.jpeg,18.797,identify-siphon-hairs,container: artificial,6654,99.0135
4646,7754,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:54:00,0,51755052,12,False,,,tire,True,,,True,https://data.globe.gov/system/photos/2019/01/29/953960/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/953962/original.jpg,18.797,identify-siphon-shape,container: artificial,6680,99.0135
4647,7755,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,,2019-01-29T07:54:00,0,51707728,6,False,,,well or cistern,True,,,False,https://data.globe.gov/system/photos/2019/01/29/954260/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954337/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954390/original.jpeg,18.797,identify-no-siphon,container: artificial,6886,99.0136
4648,7756,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:55:00,0,51550854,,,,,ditch,,,,False,,GLOBE Observer App,,18.797,,still: lake/pond/swamp,6784,99.0135
4649,7757,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,,2019-01-29T07:55:00,0,51398867,,False,,,fountain or bird bath,True,,,False,https://data.globe.gov/system/photos/2019/01/29/954202/original.jpg,GLOBE Observer App,,18.7971,identify-siphon-shape,container: artificial,6859,99.0135
4650,7758,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,https://data.globe.gov/system/photos/2019/01/29/954468/original.jpg,2019-01-29T07:55:00,0,51743207,,False,,,well or cistern,True,,,False,,GLOBE Observer App,,18.797,identify-siphon-shape,container: artificial,6867,99.0135
4652,7760,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,,2019-01-29T07:55:00,0,51441080,12,False,,,tire,True,,,True,https://data.globe.gov/system/photos/2019/01/29/954546/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954547/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954548/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954550/original.jpg,18.797,identify-siphon-pecten,container: artificial,6968,99.0135
4653,7761,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:57:00,0,51313911,16,False,,,tire,False,,,False,https://data.globe.gov/system/photos/2019/01/29/954444/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954484/original.jpg,GLOBE Observer App,,18.7971,identify-saddle-complete,container: artificial,6931,99.0135
4654,7762,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,,2019-01-29T07:58:00,0,51834420,1,False,,,tire,True,,,False,https://data.globe.gov/system/photos/2019/01/29/954237/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954584/original.jpg,18.7971,identify-siphon-shape,container: artificial,6824,99.0136
4655,7763,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T07:59:00,0,51457663,1,False,,,ditch,False,,,False,https://data.globe.gov/system/photos/2019/01/29/954064/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954092/original.jpg,18.7967,identify-siphon-shape,still: lake/pond/swamp,6724,99.0141
4656,7764,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T08:02:00,0,51498031,,,,,ditch,,,,False,,GLOBE Observer App,,18.7972,,still: lake/pond/swamp,7029,99.0135
4657,7765,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,,2019-01-29T08:05:00,0,51760058,23,False,,,dish or pot,True,,,True,https://data.globe.gov/system/photos/2019/01/29/954530/original.jpg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954531/original.jpg,18.7969,identify-siphon-hairs,container: artificial,6960,99.0135
4658,7766,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T08:06:00,0,51299542,8,False,,,dish or pot,True,,,False,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954047/original.jpeg; https://data.globe.gov/system/photos/2019/01/29/954089/original.jpeg,18.797,identify-siphon-shape,container: artificial,6746,99.0135
4659,7767,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,https://data.globe.gov/system/photos/2019/01/29/954430/original.jpeg,2019-01-29T08:08:00,0,51398022,1,False,,,fountain or bird bath,True,,,False,https://data.globe.gov/system/photos/2019/01/29/954242/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954340/original.jpeg,18.7972,identify-siphon-shape,container: artificial,6850,99.0134
4660,7768,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,,2019-01-29T08:08:00,0,51117476,53,False,,,ditch,True,,,False,,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954053/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954112/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954178/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954267/original.jpg; https://data.globe.gov/system/photos/2019/01/29/954347/original.jpg,18.7971,identify-siphon-pecten,still: lake/pond/swamp,6750,99.0135
4661,7769,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,False,,,2019-01-29T08:08:00,0,51799602,27,True,,,tire,False,,,False,,GLOBE Observer App,,18.797,identify-analyze-siphon,container: artificial,6811,99.0135
4664,7772,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T08:08:00,0,51433725,6,False,,Anopheles,ditch,True,,,True,https://data.globe.gov/system/photos/2019/01/29/954287/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954343/original.jpeg; https://data.globe.gov/system/photos/2019/01/29/954389/original.jpeg; https://data.globe.gov/system/photos/2019/01/29/954413/original.jpeg,18.797,identify-no-siphon,still: lake/pond/swamp,6909,99.0136
4665,7773,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T08:09:00,0,51754574,30,False,,,fountain or bird bath,False,,,True,https://data.globe.gov/system/photos/2019/01/29/954299/original.jpeg,GLOBE Observer App,https://data.globe.gov/system/photos/2019/01/29/954341/original.jpeg; https://data.globe.gov/system/photos/2019/01/29/954395/original.jpeg; https://data.globe.gov/system/photos/2019/01/29/954424/original.jpeg; https://data.globe.gov/system/photos/2019/01/29/954451/original.jpeg,18.7969,identify-analyze-siphon,container: artificial,6910,99.0135
4666,7774,mosquito_habitat_mapper,2019-01-29,2020-01-25T18:14:32,2020-01-25T18:14:32,2020-03-20T22:19:48,17615655.0,Thailand Citizen Science,144905,47QNA014783,,,18.796401,99.013286,312.3,159353604,True,,,2019-01-29T08:09:00,0,51437821,11,False,,,ditch,False,,,True,https://data.globe.gov/system/photos/2019/01/29/953997/original.jpg; https://data.globe.gov/system/photos/2019/01/29/953998/original.jpg; https://data.globe.gov/system/photos/2019/01/29/953999/original.jpg,GLOBE Observer App,,18.797,identify-saddle-complete,still: lake/pond/swamp,6702,99.0136
